INFO  2019-08-04 19:51:20,958 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/spin.js/jquery.spin.js was not modified
INFO  2019-08-04 19:51:20,960 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 19.3048ms 304 application/javascript
INFO  2019-08-04 19:51:20,966 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21.9996ms 304 application/javascript
INFO  2019-08-04 19:51:20,973 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/Waves/dist/waves.js?v=Lar7zQhqgdoUsaqhuwkgnWgsC-eRWIxHhJPV-QtrDog  
INFO  2019-08-04 19:51:20,975 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery-slimscroll/jquery.slimscroll.js?v=4K6ZHzwMYR5_eU2SeDIaByus_qki9IFY8hmxl5U6D1Y  
INFO  2019-08-04 19:51:20,978 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/abp.js?v=FGfi3RfHf06ftjVdq2JaO16cF9CPZNPvujmuYBacXxg  
INFO  2019-08-04 19:51:20,987 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/Waves/dist/waves.js was not modified
INFO  2019-08-04 19:51:21,015 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap-select/dist/js/bootstrap-select.js was not modified
INFO  2019-08-04 19:51:21,023 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/jquery-slimscroll/jquery.slimscroll.js was not modified
INFO  2019-08-04 19:51:21,024 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 53.0099ms 304 application/javascript
INFO  2019-08-04 19:51:21,028 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 77.5655ms 304 application/javascript
